# SECTION,summary
session_id,mode,scenario,poc,total_steps,total_nodes,total_edges,reification_count,avg_abs_v_deviation,dvr_enabled,invert_food,regulating_always,v_low,v_high,v_star,v_init,decay_alpha,beta,bucket_edges_lo,bucket_edges_hi,stick_deadzone
20260422_103555,DVRon,S1norm,always,6723,16,14,4,0.190282,1,0,1,0.4,0.8,0.8,0.8,0.00022,0.001,0.05,0.15,0.3

# SECTION,action_log
seg_idx,action,duration_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick
0,STOP,1.73,0.046281,0.044648,-0.000172,0.0,0.0
1,FORWARD,50.42,0.026691,0.01059,-5.2e-05,0.9987,1.0
2,STOP,3.38,0.038129,0.037545,0.000796,0.0,0.0
3,BACK,50.78,0.030503,0.009401,-2.8e-05,0.9962,1.0
4,STOP,1.38,0.026306,0.010206,0.000857,0.0,0.0
5,ROT_R,1.39,0.113856,0.054726,-0.004747,0.7858,0.8226
6,STOP,0.58,0.101791,0.041211,0.00871,0.0,0.0
7,ROT_R,0.14,0.027263,0.004284,0.003924,0.5681,0.7001
8,STOP,3.32,0.011243,0.013622,0.00025,0.0,0.0
9,LEFT,50.53,0.079486,0.039511,-1.6e-05,0.9995,1.0
10,STOP,1.39,0.020195,0.006098,0.000241,0.0,0.0
11,BACK,2.83,0.015313,0.005053,-0.000161,0.878,0.8827
12,STOP,1.88,0.011251,0.009312,0.000487,0.0,0.0
13,RIGHT,50.67,0.067717,0.040818,-3.5e-05,0.9996,1.0
14,STOP,44.34,0.0029,0.005488,3.9e-05,0.0,0.0

# SECTION,action_agg
action,total_dur_s,mean_tension,std_tension,mean_dv,mean_stick,max_stick,segments
STOP,58.0,0.032262,0.029563,0.001401,0.0,0.0,8
BACK,53.61,0.022908,0.007595,-9.5e-05,0.9371,1.0,2
RIGHT,50.67,0.067717,0.0,-3.5e-05,0.9996,1.0,1
LEFT,50.53,0.079486,0.0,-1.6e-05,0.9995,1.0,1
FORWARD,50.42,0.026691,0.0,-5.2e-05,0.9987,1.0,1
ROT_R,1.53,0.070559,0.043297,-0.000411,0.677,0.8226,2

# SECTION,nodes
action,tension_bucket,count,mean_dv,std_dv
STOP,L,1381,0.0,1.2e-05
FORWARD,L,1334,7e-06,0.001483
BACK,L,1331,-8.4e-05,0.001775
LEFT,M,911,3.7e-05,0.0035
RIGHT,M,711,0.000173,0.002909
RIGHT,L,465,2.7e-05,0.001234
LEFT,L,277,3.5e-05,0.002187
LEFT,H,80,-0.000166,0.004089
BACK,M,58,-0.001242,0.004272
RIGHT,H,57,-0.000333,0.00426
STOP,M,54,0.002173,0.009798
FORWARD,M,26,-0.00242,0.005989
ROT_R,H,14,-0.000951,0.001427
ROT_R,M,12,-0.009215,0.005058
ROT_R,L,10,-0.001232,0.005676
STOP,H,2,0.003061,0.000986

# SECTION,reification
from_action,from_bucket,to_action,to_bucket,count,mean_dv,std_dv
BACK,M,BACK,L,12,0.003538,0.001941
LEFT,M,LEFT,L,8,0.003183,0.002345
FORWARD,M,FORWARD,L,5,0.002474,0.001998
RIGHT,M,RIGHT,L,14,0.00167,0.001217
